poland-Pl23_CS_53_HW_bot, 80 60 80,130 60 40,#1059
sweden-S01_Strv_74_A2,55 30 55,40 20 20,#1059
sweden-S02_Strv_M42,55 30 55,55 30 20,#1059
sweden-S03_Strv_M38,13 13 13,15 13 13,#1059
sweden-S04_Lago_I,34 34 34,34 28 20,#1059
sweden-S05_Strv_M21_29,14 14 14,14 14 14,#1059
sweden-S06_Ikv_90_Typ_B_Bofors,15 12 15,,#1059
sweden-S07_Strv_74,55 30 55,20 20 20,#1059
sweden-S08_Ikv_65_Alt_2,15 10 15,,#1059
sweden-S09_L_120_TD,10 8 10,,#1059
sweden-S10_Strv_103_0_Series,40 30 40,,#1059
sweden-S10_Strv_103_0_Series_FL,40 30 40,,#1059
sweden-S11_Strv_103B,40 30 40,,#1059
sweden-S12_Strv_M40,48 13 48,50 20 35,#1059
sweden-S13_Leo,70 30 70,70 30 20,#1059
sweden-S13_Leo_HELL,70 30 70,70 30 20,#1059
sweden-S14_Ikv_103,18 7 18,,#1059
sweden-S15_L_60,13 13 13,13 13 13,#1059
sweden-S16_Kranvagn, 90 70 90,225 70 37,#1059
sweden-S16_Kranvagn_bob, 90 70 90,225 70 37,#1059
sweden-S17_EMIL_1952_E2, 80 60 80,215 60 30,#1059
sweden-S18_EMIL_1951_E1,100 35 100,180 35  20,#1059
sweden-S19_Sav_M43,50 15 50,,#1059
sweden-S20_Ikv_72,18 7 18,,#1059
sweden-S21_UDES_03,20 20 20,,#1059
sweden-S22_Strv_S1,30 30 30,,#1059
sweden-S22_Strv_S1_FL,30 30 30,,#1059
sweden-S23_Strv_81, 76 51 76,254 89 89,#1059
sweden-S23_Strv_81_sabaton, 76 51 76,254 89 89,#1059
sweden-S25_EMIL_51,100 35 100,180 35  20,#1059
sweden-S26_Lansen_C,60 40 60,70 70 40,#1059
sweden-S27_UDES_16,45 40 45,70 40 20,#1059
sweden-S27_UDES_16_HELL,45 40 45,70 40 20,#1059
sweden-S28_UDES_15_16, 50 50 50,100 40 20,#1059
sweden-S29_UDES_14_5,35 35 35,66 30 20,#1059
sweden-S29_UDES_14_5_HELL,35 35 35,66 30 20,#1059
sweden-S30_UDES_03_Alt_3,35 35 35,66 30 20,#1059
sweden-S31_Strv_K, 90 70 90,254 89 89,#1059
sweden-S32_Bofors_Tornvagn,260 50 260,280 90  75,#1059
uk-GB01_Medium_Mark_I,6 6 6,6 6 6,#1059
uk-GB01_Medium_Mark_I_bot,6 6 6,6 6 6,#1059
uk-GB03_Cruiser_Mk_I,14 10 14,14 12 14,#1059
uk-GB04_Valentine,60 60 60,65 65 65,#1059
uk-GB05_Vickers_Medium_Mk_II,8 8 8,8 8 8,#1059
uk-GB05_Vickers_Medium_Mk_II_bot,8 8 8,8 6 6,#1059
uk-GB06_Vickers_Medium_Mk_III,14  9 14,14 14 14,#1059
uk-GB07_Matilda,75 70 75,75 75 75,#1059
uk-GB08_Churchill_I,178 64 178, 89 89  76,#1059
uk-GB08_Churchill_I_IGR,178 64 178, 89 89  76,#1059
uk-GB09_Churchill_VII,152 95 152,152 95  95,#1059
uk-GB10_Black_Prince,152 95 152,240 95 102,#1059
uk-GB100_Manticore,50 30 50,80 40 30,#1059
uk-GB101_FV1066_Senlac,22 20 22,32 20 15,#1059
uk-GB102_LHMTV,30 20 30,60 25 20,#1059
uk-GB103_GSOR3301_AVR_FS,35 25 35,70 30 20,#1059
uk-GB104_GSR_3301_Setter,30 15 30,40 15 15,#1059
uk-GB105_Black_Prince_2019,152 95 152,152 95 102,#1059
uk-GB106_Cobra,100 51 100,130 80  40,#1059
uk-GB107_Cavalier,64 46 64,76 64 57,#1059
uk-GB107_Cavalier_SH, 60  40 60,220 100 40,#1059
uk-GB108_A46,32 20 32,35 20 20,#1059
uk-GB109_GSOR_1008, 99 51 99,152 51 38,#1059
uk-GB11_Caernarvon,130 76 130,254 89  89,#1059
uk-GB11_Caernarvon_IGR,130  51 130,198 152  95,#1059
uk-GB111_Charlemagne,130 70 130,170 80  70,#1059
uk-GB112_Caliban,130 35 130,250 80  50,#1059
uk-GB113_Matilda_LVT,75 70 75,38 25 25,#1059
uk-GB12_Conqueror,152 76 152,254 89  70,#1059
uk-GB12_Conqueror_FL,152 76 152,254 89  70,#1059
uk-GB13_FV215b,152 102 152,254 152 102,#1059
uk-GB13_FV215b_IGR,152 102 152,254 152 102,#1059
uk-GB14_M2,38 25 38,38 25 25,#1059
uk-GB15_Stuart_I,38 25 38,38 32 32,#1059
uk-GB17_Grant_I,51 38 51,,#1059
uk-GB19_Sherman_Firefly,51 38 51,76 51 51,#1059
uk-GB19_Sherman_Firefly_MapsTraining_Dummy_MT_2, 1  1  1,76 51 51,#1059
uk-GB20_Crusader,40 28 40,51 24 30,#1059
uk-GB21_Cromwell,64 43 64,76 64 57,#1059
uk-GB21_Cromwell_IGR,64 43 64,76 64 57,#1059
uk-GB22_Comet, 76 43 76,102 64 57,#1059
uk-GB23_Centurion, 76 51 76,254 89 89,#1059
uk-GB23_Centurion_IGR, 76 51 76,152 89 89,#1059
uk-GB24_Centurion_Mk3,121 51 121,254 89  89,#1059
uk-GB24_Centurion_Mk3_Halloween_event,121 51 121,254 89  89,#1059
uk-GB25_Loyd_Gun_Carriage,7 7 7,,#1059
uk-GB26_Birch_Gun,6 6 6,,#1059
uk-GB27_Sexton,51 38 51,,#1059
uk-GB28_Bishop,60 50 60,,#1059
uk-GB29_Crusader_5inch,28 28 28,,#1059
uk-GB30_FV3805,51 51 51,,#1059
uk-GB31_Conqueror_Gun,130 51 130,,#1059
uk-GB32_Tortoise,273 152 273,,#1059
uk-GB33_Sentinel_AC_I,65 45 65,65 65 65,#1059
uk-GB35_Sentinel_AC_IV,65 45 65,65 65 65,#1059
uk-GB37_Valliant,114 75 114,114 75  75,#1059
uk-GB39_Universal_CarrierQF2,10 7 10,,#1059
uk-GB40_Gun_Carrier_Churchill,89 64 89,,#1059
uk-GB41_Challenger,89 51  89,51 40 200,#1059
uk-GB42_Valentine_AT,60 60 60,,#1059
uk-GB44_Archer,20 20 20,,#1059
uk-GB45_Achilles_IIC,38 19 38,57 25 25,#1059
uk-GB48_FV215b_183,152  51 152,,#1059
uk-GB50_Sherman_III,51 38 51,64 64 64,#1059
uk-GB51_Excelsior,114 32 114,114 92  92,#1059
uk-GB52_A45, 76 51 76,152 89 89,#1059
uk-GB57_Alecto,6 10 6,,#1059
uk-GB58_Cruiser_Mk_III,14 14 14,14 12 14,#1059
uk-GB59_Cruiser_Mk_IV,30 14 30,30 12 14,#1059
uk-GB60_Covenanter,40 30 40,39 20 25,#1059
uk-GB63_TOG_II, 76 76 76,114 76 53,#1059
uk-GB68_Matilda_Black_Prince,75 70 75,76 64 57,#1059
uk-GB69_Cruiser_Mk_II,30 22 30,30 26 30,#1059
uk-GB70_FV4202_105,121  51 121,196 196  35,#1059
uk-GB70_N_FV4202_105, 51 51 51,200 90 90,#1059
uk-GB70_N_FV4202_105_FL, 51 51 51,200 90 90,#1059
uk-GB71_AT_15A,229 152 229,,#1059
uk-GB72_AT15,229 152 229,,#1059
uk-GB72_AT15_IGR,229 152 229,,#1059
uk-GB73_AT2,152 76 152,,#1059
uk-GB74_AT8,203 102 203,,#1059
uk-GB75_AT7,203 102 203,,#1059
uk-GB76_Mk_VIC,14 13 14,14 14 11,#1059
uk-GB77_FV304,14 14 14,,#1059
uk-GB77_FV304_IGR,14 14 14,,#1059
uk-GB78_Sexton_I,51 32 51,,#1059
uk-GB79_FV206,51 51 51,,#1059
uk-GB80_Charioteer,64 46 64,30 25 30,#1059
uk-GB81_FV4004, 76 51 76,132 95 36,#1059
uk-GB81_FV4004_HELL, 76 51 76,132 95 36,#1059
uk-GB83_FV4005,76 51 76,,#1059
uk-GB83_FV4005_HELL,76 51 76,,#1059
uk-GB84_Chieftain_Mk6, 85  51 85,250 140 30,#1059
uk-GB85_Cromwell_Berlin,64 43 64,76 64 57,#1059
uk-GB86_Centurion_Action_X,121  51 121,254 152  95,#1059
uk-GB87_Chieftain_T95_turret, 85 51 85,254 89 51,#1059
uk-GB88_T95_Chieftain_turret,114  51 114,250 140  30,#1059
uk-GB91_Super_Conqueror,152 102 152,279  89  70,#1059
uk-GB92_FV217,356 102 356,,#1059
uk-GB93_Caernarvon_AX,130  51 130,254 152  95,#1059
uk-GB94_Centurion_Mk5-1_RAAC,121 51 121,254 89  89,#1059
uk-GB95_Ekins_Firefly_M4A4,51 38 51,76 51 51,#1059
uk-GB96_Excalibur,50 25 50,,#1059
uk-GB97_Chimera,114 76 114,203 76  76,#1059
uk-GB98_T95_FV4201_Chieftain,127  89 127,350 175  35,#1059
uk-GB99_Turtle_Mk1,254 102 254,,#1059
usa-A01_T1_Cunningham,10 6 10,10 6  6,#1059
usa-A01_T1_Cunningham_bot,10  6 10,10 10 10,#1059
usa-A02_M2_lt,38 25 38,38 25 25,#1059
usa-A03_M3_Stuart,38 25 38,38 32 32,#1059
usa-A03_M3_Stuart_bootcamp,38 25 38,38 25 25,#1059
usa-A04_M3_Grant,51 38 51,,#1059
usa-A05_M4_Sherman,51 38 51,64 64 64,#1059
usa-A05_M4_Sherman_IGR,51 38 51,64 64 64,#1059
usa-A06_M4A3E8_Sherman,64 38 64,64 64 64,#1059
usa-A06_M4A3E8_Sherman_training,18 16 18,18 16 16,#1059
usa-A07_T20,64 51 64,89 64 64,#1059
usa-A08_T23,76 51 76,64 64 64,#1059
usa-A09_T1_hvy, 95 52 95,102 83 83,#1059
usa-A10_M6,102 52 102,102 82  82,#1059
usa-A100_T49,25 25 25,38 16 16,#1059
usa-A100_T49_Halloween_event,25 25 25,38 16 16,#1059
usa-A101_M56,1 1 1,,#1059
usa-A102_T28_concept,203 102 203,,#1059
usa-A103_T71E1,25 22 25,22 22 22,#1059
usa-A103_T71E1_IGR,25 22 25,22 22 22,#1059
usa-A104_M4A3E8A,64 38 64,64 64 64,#1059
usa-A106_M48A2_120,152 76 152,203 76  51,#1059
usa-A107_T1_HMC,10 10 10,,#1059
usa-A108_T18_HMC,51 32 51,,#1059
usa-A109_T56_GMC,38 25 38,,#1059
usa-A11_T29,102  76 102,279 127 102,#1059
usa-A11_T29_IGR,102  76 102,279 127 102,#1059
usa-A111_T25_Pilot,76 51 76,76 64 64,#1059
usa-A112_T71E2,25 22 25,22 22 22,#1059
usa-A112_T71E2R,25 22 25,22 22 22,#1059
usa-A115_Chrysler_K,152 102 152,254 127  89,#1059
usa-A115_Chrysler_K_GF,152 102 152,254 127  89,#1059
usa-A116_XM551,14 32 14,38 16 16,#1059
usa-A117_T26E5,152  76 152,190 114 127,#1059
usa-A117_T26E5_FL,152  76 152,190 114 127,#1059
usa-A117_T26E5_Patriot,152  76 152,190 114 127,#1059
usa-A118_M4_Thunderbolt,124 38 124, 64 64  64,#1059
usa-A12_T32,127  76 127,298 197 152,#1059
usa-A12_T32_FL,127  76 127,298 197 152,#1059
usa-A12_T32_HW_bot,127  76 127,298 197 152,#1059
usa-A120_M48A5,152 76 152,254 76  51,#1059
usa-A120_M48A5_IGR,152 76 152,254 76  51,#1059
usa-A121_M26_Cologne,102 76 102,102 76  76,#1059
usa-A122_TS-5,260 100 260,,#1059
usa-A123_T78,25 25 25,76 25 25,#1059
usa-A124_T54E2,152  76 152,250 140  40,#1059
usa-A125_AEP_1,121  89 121,292 102  51,#1059
usa-A126_PzVI_Tiger_II_capt,150 80 150,185 80  80,#1059
usa-A127_TL_1_LPC, 89 51 89,178 76 51,#1059
usa-A128_concept_1b,130 120 130,250 110 100,#1059
usa-A129_T6_medium,44 37 44,76 51 51,#1059
usa-A129_T6_medium_MapsTraining_Dummy_MT_1,44 37 44,76 51 51,#1059
usa-A13_T34_hvy,102  76 102,279 127 203,#1059
usa-A13_T34_hvy_BF,102  76 102,279 127 203,#1059
usa-A13_T34_hvy_FL,102  76 102,279 127 203,#1059
usa-A13_T34_hvy_IGR,102  76 102,279 127 203,#1059
usa-A130_Super_Hellcat,13 13  13,76 32 127,#1059
usa-A132_T77,125 76 125,152 70  50,#1059
usa-A134_M24E2_SuperChaffee,25 25 25,32 25 25,#1059
usa-A136_T42,102 76 102,216 64  76,#1059
usa-A14_T30,102  76 102,279 127 102,#1059
usa-A14_T30_FL,102  76 102,279 127 102,#1059
usa-A14_T30_HELL,102  76 102,279 127 102,#1059
usa-A140_ASTRON_REX_105mm, 85  70 85,220 100 75,#1059
usa-A141_M_IV_Y,178  76 178,279 241  38,#1059
usa-A148_Convertible_Medium_Tank_T3,13 13 13,16 16 16,#1059
usa-A15_T57,29 25 29,,#1059
usa-A16_M7_Priest,102 38 102,,#1059
usa-A17_M37,13 13 13,,#1059
usa-A18_M41,13 13 13,,#1059
usa-A19_T2_lt,17 15 17,16 16 16,#1059
usa-A21_T14, 51  51  51,102 101 101,#1059
usa-A21_T14_MapsTraining_Player_HT_1, 51  51  51,102 101 101,#1059
usa-A22_M5_Stuart,29 29 29,44 32 32,#1059
usa-A22_M5_Stuart_bootcamp,29 29 29,38 32 32,#1059
usa-A23_M7_med,38 33 38,52 41 41,#1059
usa-A24_T2_med,22 22 22,25 25 25,#1059
usa-A24_T2_med_bot,22 22 22,22 22 22,#1059
usa-A25_M2_med,32 18 32,38 25 25,#1059
usa-A25_M2_med_bootcamp,32 18 32,25 25 25,#1059
usa-A26_T18,51 32 51,,#1059
usa-A27_T82,29 29 29,,#1059
usa-A29_T40,51 38 51,,#1059
usa-A30_M10_Wolverine,38 19 38,57 25 25,#1059
usa-A31_M36_Slagger,114 25 114, 76 25  25,#1059
usa-A32_M12,51 19 51,,#1059
usa-A33_MTLS-1G14,38 25 38,38 25 25,#1059
usa-A34_M24_Chaffee,25 25 25,38 25 25,#1059
usa-A35_Pershing,102 76 102,127 76  64,#1059
usa-A35_Pershing_HELL,102 76 102,127 76  64,#1059
usa-A35_Pershing_IGR,102 76 102,127 76  64,#1059
usa-A36_Sherman_Jumbo,102 76 102, 64 64  64,#1059
usa-A36_Sherman_Jumbo_bootcamp,102  76 102,152 152 152,#1059
usa-A36_Sherman_Jumbo_HELL,102 76 102, 64 64  64,#1059
usa-A36_Sherman_Jumbo_IGR,102 76 102, 64 64  64,#1059
usa-A37_M40M43,108 13 108,,#1059
usa-A38_T92,25 25 25,,#1059
usa-A39_T28,254 102 254,,#1059
usa-A40_T95,305 152 305,,#1059
usa-A41_M18_Hellcat,13 13  13,76 32 127,#1059
usa-A43_M22_Locust,25 13 25,25 25 25,#1059
usa-A44_M4A2E4,65 38 65,76 51 51,#1059
usa-A45_M6A2E1,191 66 191,229 89 208,#1059
usa-A46_T3,16 13 16,,#1059
usa-A57_M8A1,29 29 29,38 25 25,#1059
usa-A58_T67,13 13 13,25 13 13,#1059
usa-A58_T67_IGR,13 13 13,25 13 13,#1059
usa-A62_Ram-II,76 63 76,76 76 51,#1059
usa-A63_M46_Patton,102 76 102,216 64  76,#1059
usa-A63_M46_Patton_FL,102 76 102,216 64  76,#1059
usa-A63_M46_Patton_HALL,102 76 102,216 64  76,#1059
usa-A63_M46_Patton_KR,102 76 102,127 76  76,#1059
usa-A64_T25_AT,89 76 89,,#1059
usa-A66_M103,229 44 229,254 99  53,#1059
usa-A66_M103_Halloween_event,229 44 229,254 99  53,#1059
usa-A66_M103_HW_bot,229 44 229,254 99  53,#1059
usa-A67_T57_58,229  44 229,152 127  51,#1059
usa-A68_T28_Prototype,203  51 203,,#1059
usa-A68_T28_Prototype_HELL,203  51 203,203 127 102,#1059
usa-A69_T110E5,254  76 254,203 127  76,#1059
usa-A69_T110E5_bob,254  76 254,203 127  76,#1059
usa-A69_T110E5_cl,254  76 254,203 127  76,#1059
usa-A69_T110E5_HW_bot,254  76 254,203 127  76,#1059
usa-A71_T21,29 25 29,29 25 25,#1059
usa-A71_T21_MapsTraining_Dummy_LT_2, 1  1  1,29 25 25,#1059
usa-A72_T25_2,76 51 76,76 25 25,#1059
usa-A72_T25_2_SH, 80  40 80,160 100 40,#1059
usa-A74_T1_E6,16 6 16,13 6  6,#1059
usa-A78_M4_Improved,51 64 51,76 51 51,#1059
usa-A80_T26_E4_SuperPershing,102 76 102,102 76  76,#1059
usa-A80_T26_E4_SuperPershing_FL,102 76 102,102 76  76,#1059
usa-A81_T95_E2,114 51 114,178 76  51,#1059
usa-A83_T110E4,260  76 260,,#1059
usa-A85_T110E3,305 76 305,,#1059
usa-A86_T23E3,76 51 76,76 64 64,#1059
usa-A87_M44,13 13 13,,#1059
usa-A88_M53_55,25 13 25,,#1059
usa-A89_T54E1,152 76 152,127 70  51,#1059
usa-A90_T69,102  76 102,152 114  64,#1059
usa-A90_T69_IGR,102  76 102,152 114  64,#1059
usa-A92_M60, 93 74 93,254 76 51,#1059
usa-A93_T7_Combat_Car,16 13 16,13 13 13,#1059
usa-A94_T37,25 25 25,32 25 25,#1059
usa-A95_T95_E6,114 51 114,343 76  51,#1059
usa-A97_M41_Bulldog,25 25 25,25 25 25,#1059
usa-A99_T92_LT,32 25 32,29 29 29,#1059
ussr-Observer, 8 16  8,18 16 16,#1059
ussr-R01_IS,120 90 120,100 90  90,#1059
ussr-R02_SU-85,45 45 45,,#1059
ussr-R03_BT-7,20 19 20,20 15 15,#1059
ussr-R03_BT-7_bootcamp,20 19 20,20 15 15,#1059
ussr-R04_T-34,45 45 45,52 52 45,#1059
ussr-R04_T-34_MapsTraining_Player_MT_1,45 45 45,52 52 45,#1059
ussr-R05_KV,75 75 75,90 75 75,#1059
ussr-R06_T-28,30 20 30,25 25 25,#1059
ussr-R06_T-28_bootcamp,30 20 30,20 20 20,#1059
ussr-R07_T-34-85,45 45 45,90 75 52,#1059
ussr-R07_T-34-85_bootcamp,45 45 45,90 75 52,#1059
ussr-R07_T-34-85_training,45 45 45,90 75 52,#1059
ussr-R08_BT-2,15 13 15,26 13 13,#1059
ussr-R08_BT-2_bootcamp,15 13 15,26 13 13,#1059
ussr-R09_T-26,15 15 15,15 15 15,#1059
ussr-R09_T-26_bot,15 15 15,15 15 15,#1059
ussr-R10_AT-1,15 15 15,,#1059
ussr-R100_SU122A,25 15 25,,#1059
ussr-R101_MT25,45 40 45,45 40 40,#1059
ussr-R104_Object_430_II, 80  60 80,,#1059
ussr-R105_BT_7A,20 19 20,15 15 13,#1059
ussr-R106_KV85, 75 60 75,100 90 90,#1059
ussr-R106_KV85_IGR, 75 60 75,100 90 90,#1059
ussr-R107_LTB,90 45 90,90 75 52,#1059
ussr-R108_T34_85M,75 45 75,90 75 52,#1059
ussr-R109_T54S, 80  60 80,180 120 60,#1059
ussr-R11_MS-1,16 16 16,16 16 16,#1059
ussr-R11_MS-1_bot, 8 16  8,18 16 16,#1059
ussr-R110_Object_260,150 150 150,350 240 100,#1059
ussr-R111_ISU130,90 90 90,,#1059
ussr-R112_T54_45,120  90 120,200 120  75,#1059
ussr-R112_T54_45_FL,120  90 120,200 120  75,#1059
ussr-R113_Object_730,120 120 120,201 129  90,#1059
ussr-R114_Object_244,120 100 120,100  90  90,#1059
ussr-R115_IS-3_auto,110  90 110,249 172 100,#1059
ussr-R115_IS-3_auto_test,110  90 110,249 172 100,#1059
ussr-R116_ISU122C_Berlin,90 90 90,,#1059
ussr-R117_T34_85_Rudy,45 45 45,90 75 52,#1059
ussr-R118_T28_F30,50 40 50,50 40 40,#1059
ussr-R119_Object_777,132 115 132,258 225  90,#1059
ussr-R119_Object_777C,132 115 132,258 225  90,#1059
ussr-R12_A-20,20 20 20,37 37 25,#1059
ussr-R120_T22SR_A22,100  80 100,230 170 140,#1059
ussr-R121_KV4_KTT,200 125 200,,#1059
ussr-R122_T44_100, 90  75  90,190 130 100,#1059
ussr-R122_T44_100B, 90  75  90,190 130 100,#1059
ussr-R123_Kirovets_1,140 100 140,195 120 100,#1059
ussr-R125_T_45,25 15 25,35 35 35,#1059
ussr-R126_Object_730_5,120 90 120,230 90  60,#1059
ussr-R127_T44_100_K, 90  75  90,190 130 100,#1059
ussr-R127_T44_100_M, 90  75  90,190 130 100,#1059
ussr-R127_T44_100_P, 90  75  90,190 130 100,#1059
ussr-R127_T44_100_U, 90  75  90,190 130 100,#1059
ussr-R128_KV4_Kreslavskiy,180 125 180,200 160 100,#1059
ussr-R129_Object_257,150 140 150,350 240 100,#1059
ussr-R13_KV-1s,75 60 75,82 82 82,#1059
ussr-R131_Tank_Gavalov, 40 40 40,110 80 80,#1059
ussr-R132_VNII_100LT, 90 40 90,180 40 40,#1059
ussr-R133_KV_122, 75 60 75,100 90 90,#1059
ussr-R134_Object_252K,130 100 130,250 150 100,#1059
ussr-R134_Object_252U,130 100 130,250 150 100,#1059
ussr-R135_T_103,100 100 100,220 145  60,#1059
ussr-R139_IS_M,130 120 130,250 140 120,#1059
ussr-R14_SU-5,15 15 15,,#1059
ussr-R14_SU-5_MapsTraining_Dummy_SPG_1,15 15 15,,#1059
ussr-R140_M4_Loza,64 38 64,64 64 64,#1059
ussr-R143_T_29,30 20 30,20 20 20,#1059
ussr-R144_K_91,140  60 140,,#1059
ussr-R145_Object_705_A,175 100 175,330 180 120,#1059
ussr-R146_STG,100  45 100,210 180  45,#1059
ussr-R146_STG_Tday,100  45 100,210 180  45,#1059
ussr-R148_Object_430_U,160  90 160,300 195  65,#1059
ussr-R149_Object_268_4,260 100 260,,#1059
ussr-R15_S-51,60 60 60,,#1059
ussr-R151_Object_257_2,130 130 130,350 240 100,#1059
ussr-R152_KV2_W,75 75 75,75 75 70,#1059
ussr-R153_Object_705,155  90 155,300 150 100,#1059
ussr-R154_T_34E_1943,45 45 45,45 45 45,#1059
ussr-R155_Object_277,140 112 140,290 224  80,#1059
ussr-R155_Object_277_bob,140 112 140,290 224  80,#1059
ussr-R156_IS_2M,100 90 100,100 90  90,#1059
ussr-R157_Object_279R,185 120 185,330 140  90,#1059
ussr-R158_LT_432, 70  40 70,160 100 60,#1059
ussr-R159_SU_130PM,20 15 20,,#1059
ussr-R16_SU-18,16 16 16,,#1059
ussr-R160_T_50_2,37 37 37,52 52 52,#1059
ussr-R161_T_116,15 13 15,15 13 13,#1059
ussr-R165_Object_703_II,140 100 140,220 120  90,#1059
ussr-R165_Object_703_II_2,140 100 140,220 120  90,#1059
ussr-R169_ST_II,150 140 150,300 160 160,#1059
ussr-R17_SU-100,75 45 75,,#1059
ussr-R170_IS_2_II,110  90 110,235 140 120,#1059
ussr-R171_IS_3_II,145  90 145,280 150 130,#1059
ussr-R171_IS_3_II_hw21,145  90 145,280 150 130,#1059
ussr-R172_Object_752,195 140 195,330 150 120,#1059
ussr-R173_K_91_2,140  80 140,220 100  60,#1059
ussr-R174_BT-5,15 13 15,20 15 15,#1059
ussr-R175_IS_2_screen,100 90 100,100 90  90,#1059
ussr-R177_ISU_152K_BL10,90 90 90,,#1059
ussr-R178_Object_780,100 100 100,300 200  60,#1059
ussr-R18_SU-152,75 60 75,,#1059
ussr-R18_SU-152_IGR,75 60 75,,#1059
ussr-R180_Object_274_A, 95  70 95,220 130 60,#1059
ussr-R183_K_91_PT,260 60 260,,#1059
ussr-R185_T_34_L_11_1941,45 45 45,45 45 45,#1059
ussr-R186_KV_1_Screened,75 75 75,90 75 75,#1059
ussr-R187_Object_590,110  85 110,200 130 100,#1059
ussr-R19_IS-3,110  90 110,249 172 100,#1059
ussr-R19_IS-3_IGR,110  90 110,249 172 100,#1059
ussr-R193_M4A2_T_34,64 38 64,52 52 45,#1059
ussr-R20_T-44, 90  75  90,190 130 100,#1059
ussr-R20_T-44_FL, 90  75  90,190 130 100,#1059
ussr-R20_T-44_IGR, 90  75  90,120 100 100,#1059
ussr-R22_T-46,15 15 15,30 15 15,#1059
ussr-R22_T-46_bootcamp,15 15 15,30 15 15,#1059
ussr-R23_T-43,75 75 75,90 90 90,#1059
ussr-R23_T-43_MapsTraining_Player_MT_2,75 75 75,90 90 90,#1059
ussr-R24_SU-76,25 15 25,,#1059
ussr-R25_GAZ-74b,25 15 25,,#1059
ussr-R26_SU-8,30 20 30,,#1059
ussr-R27_SU-14,50 30 50,,#1059
ussr-R31_Valentine_LL,60 60 60,65 65 65,#1059
ussr-R31_Valentine_LL_IGR,60 60 60,65 65 65,#1059
ussr-R32_Matilda_II_LL,75 70 75,75 75 75,#1059
ussr-R33_Churchill_LL,176 76 176, 88 88  76,#1059
ussr-R34_BT-SV,25 20 25,25 25 25,#1059
ussr-R38_KV-220,120 100 120, 90  75  75,#1059
ussr-R38_KV-220_beta,120 100 120, 90  75  75,#1059
ussr-R39_KV-3,120  90 120,155 130 130,#1059
ussr-R40_T-54,120  80 120,240 180  65,#1059
ussr-R40_T-54_FL,120  80 120,240 180  65,#1059
ussr-R40_T-54_Halloween_event,120  80 120,240 180  65,#1059
ussr-R41_T-50,37 37 37,37 37 15,#1059
ussr-R42_T-60,35 15 35,25 25 25,#1059
ussr-R43_T-70,35 15 35,35 35 35,#1059
ussr-R43_T-70_bootcamp,35 15 35,35 35 35,#1059
ussr-R44_T80,35 25 35,35 35 35,#1059
ussr-R44_T80_MapsTraining_Dummy_LT_1,35 25 35,35 35 35,#1059
ussr-R45_IS-7,150 150 150,240 185  94,#1059
ussr-R45_IS-7_fallout,150 150 150,240 185  94,#1059
ussr-R45_IS-7_IGR,150 150 150,240 185  94,#1059
ussr-R46_KV-13,120 85 120,100 90  90,#1059
ussr-R46_KV-13_SH, 80  70 80,190 100 50,#1059
ussr-R47_ISU-152,90 90 90,,#1059
ussr-R47_ISU-152_IGR,90 90 90,,#1059
ussr-R49_SU100Y,60 60 60,,#1059
ussr-R50_SU76I,60 30 60,,#1059
ussr-R50_SU76I_bootcamp,60 30 60,,#1059
ussr-R51_Object_212,60 60 60,,#1059
ussr-R52_Object_261,75 50 75,,#1059
ussr-R53_Object_704,120 90 120,,#1059
ussr-R54_KV-5,180 150 180,190 180 180,#1059
ussr-R54_KV-5_IGR,180 150 180,180 180 180,#1059
ussr-R56_T-127,40 30 40,40 30 30,#1059
ussr-R57_A43,60 45 60,75 75 75,#1059
ussr-R58_SU-101,150 90 150,,#1059
ussr-R59_A44,150 60 150, 90 90  90,#1059
ussr-R60_Object416, 75 45 75,,#1059
ussr-R61_Object252,110 100 110,150 150 100,#1059
ussr-R61_Object252_BF,110 100 110,150 150 100,#1059
ussr-R61_Object252_FL,110 100 110,150 150 100,#1059
ussr-R63_ST_I,150 140 150,250 160 160,#1059
ussr-R66_SU-26,15 15 15,,#1059
ussr-R67_M3_LL,38 25 38,38 25 25,#1059
ussr-R68_A-32,35 30 35,35 35 35,#1059
ussr-R70_T_50_2,37 37 37,37 37 37,#1059
ussr-R71_IS_2B,100 90 100,100 90  90,#1059
ussr-R72_T150, 90  90 90,100 100 75,#1059
ussr-R72_T150_MapsTraining_Dummy_HT_2,  1   1  1,100 100 75,#1059
ussr-R73_KV4,180 150 180,220 150 140,#1059
ussr-R74_SU100M1,140 75 140,,#1059
ussr-R75_SU122_54,100 80 100,,#1059
ussr-R77_KV2,75 75 75,75 75 70,#1059
ussr-R77_KV2_IGR,75 75 75,75 75 70,#1059
ussr-R77_KV2_turret_2,750  0  0, 75 75 70,#1059
ussr-R78_SU_85I,60 30 60,,#1059
ussr-R80_KV1, 75  75  75,110 110 110,#1059
ussr-R81_IS8,120 120 120,250 201  90,#1059
ussr-R84_Tetrarch_LL,16 14 16,16 14 10,#1059
ussr-R86_LTP,30 20 30,30 30 30,#1059
ussr-R86_LTP_bootcamp,60 80 60,60 80 30,#1059
ussr-R87_T62A,100  80 100,240 161  65,#1059
ussr-R87_T62A_fallout,100  80 100,240 161  65,#1059
ussr-R88_Object268,187 100 187,,#1059
ussr-R89_SU122_44,90 75 90,,#1059
ussr-R90_IS_4M,155 160 155,250 200 170,#1059
ussr-R91_SU14_1,20 20 20,,#1059
